,id,dist,baseh,basemu,basemed,basestd,scaledh,scaledmu,scaledmed,scaledstd,taille
105,uni30_4_8380.0,uni,4.872773340497769,3.3537659054501936,2.7158194426371085,5.210534962593558,4.906799032215395,0.4397007065269167,0.39940369589297575,0.3291326075706662,30
106,uni30_4_10030.0,uni,4.881880333170548,3.379171895165408,2.7745039908884137,5.949267052212428,4.906329554568385,0.4591646276631308,0.42777584605510577,0.30883108382112834,30
107,uni30_4_11690.0,uni,4.874731723510677,4.139033942253028,3.4461054892058964,6.2929901194453075,4.906831354005583,0.4968350048738443,0.4653537882152122,0.2859039551770483,30
108,uni30_4_13340.0,uni,4.8888746012007145,2.0725865067617764,0.6051450361071931,8.374697394574484,4.906786955220581,0.44332170187060155,0.3860655543505426,0.3267611819950259,30
109,uni30_4_15000.0,uni,4.876019247004901,4.223268455608097,1.868418677236277,8.375919219961826,4.906769508308351,0.49091750063804745,0.4053020434642328,0.30452394876916244,30
110,uni30_5_100.0,uni,4.871358678520549,4.996294301562594,5.004804804523846,0.05346649916543486,,0.5210622677710218,0.5675380647906856,0.2919801771855583,30
111,uni30_5_3530.0,uni,4.8567688263134325,4.3327200191272786,4.164951449431512,1.8767343809832495,4.778752963201259,0.4486404885519915,0.42208064358271563,0.2971103246443365,30
112,uni30_5_6970.0,uni,4.884329049812484,4.486074031020263,3.06088129406286,4.074592570349894,4.906006168134041,0.46967735882535244,0.36152700655571923,0.30919931768620984,30
113,uni30_5_10400.0,uni,4.882957641454364,5.809192476390863,6.091028325284492,5.7253226827375645,4.906758909645461,0.5657750865430395,0.5808620758054234,0.30648294806082427,30
114,uni30_5_13830.0,uni,4.848455469337332,3.160362908330988,1.5185612185458854,7.595265138830368,4.906798288417928,0.43748570943297543,0.3744270704286786,0.2917204224549893,30
115,uni30_5_17270.0,uni,4.870696060409157,4.6941619640668595,3.443057050074592,9.737866376886316,4.906880688884248,0.49379841453859535,0.45719109549223175,0.2849298866167969,30
116,uni30_5_20700.0,uni,4.8469655060759145,5.691273149611606,2.0943714088619423,11.432444461607316,4.90686340352383,0.4897359646479631,0.397965630937012,0.2916841545843711,30
117,uni30_5_24130.0,uni,4.873131528775887,5.475886096661779,8.828223644001243,14.71103676990298,4.906830712323922,0.4988045702097799,0.5710283895189081,0.31693922420271864,30
118,uni30_5_27570.0,uni,4.872576415897748,5.191693775367281,7.68963196690445,14.414848015688962,4.906838281331663,0.5092195096543807,0.5611377514451229,0.29960451671336075,30
119,uni30_5_31000.0,uni,4.801073782898747,12.627733570696297,17.390750034409166,17.371990965197433,4.906664392526308,0.6180851794570988,0.70032041422188,0.29993382685917724,30
120,uni60_0_100.0,uni,5.870038711413407,0.008098982307036517,0.009472555366645943,0.05214301515845649,2.0628268958269955,0.561020187667483,0.5682321118735609,0.27377609845237433,60
121,uni60_0_200.0,uni,5.869666392178056,-0.008188124345695097,-0.013576402905755375,0.11275933704407493,4.2739212745638255,0.45637374866581465,0.44219865242381673,0.29663916536003243,60
122,uni60_0_300.0,uni,5.832280937820863,0.02376689065835408,0.0648598235064626,0.1690245554421236,3.9521064146613707,0.5465532118086049,0.6165407360560906,0.2878745651022718,60
123,uni60_0_400.0,uni,5.847678710818198,-0.03623991216544867,-0.07932175900977195,0.2097011631520345,5.0557902180116345,0.4444213589794103,0.38925433990785996,0.2685258157278586,60
124,uni60_0_500.0,uni,5.870994836264974,0.01567329692731099,-0.03679782234116791,0.27996506865544973,5.269215137053064,0.5134541336586581,0.46066951326167815,0.281637786260639,60
125,uni60_0_600.0,uni,5.86777836667518,0.035435406336868695,0.0508789013218906,0.3167303004633536,5.385286431623956,0.5244072619902584,0.5378833562855165,0.2763809227994892,60
126,uni60_0_700.0,uni,5.884777177881792,0.03584921018846524,0.07263374623947516,0.40536609265822227,5.6398328238523305,0.5315402038260095,0.5590214571544521,0.30284378923941,60
